
method,ccn,ccn2,cloc,eloc,lloc,loc,ncloc,npath,
owner,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
getchmod,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
group,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
copy,3.0,4.0,0.0,8.0,6.0,10.0,10.0,6.0,  
move,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
delete,4.0,5.0,0.0,9.0,7.0,10.0,10.0,12.0,  
exists,1.0,1.0,2.0,4.0,2.0,5.0,3.0,1.0,  
is_file,3.0,3.0,0.0,7.0,5.0,7.0,7.0,4.0,  
is_dir,2.0,2.0,0.0,8.0,5.0,8.0,8.0,2.0,  
is_readable,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
is_writable,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
atime,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
mtime,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
size,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
touch,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
mkdir,6.0,6.0,0.0,15.0,13.0,16.0,16.0,32.0,  
rmdir,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
dirlist,10.0,14.0,1.0,34.0,26.0,48.0,47.0,978.0,  
__destruct,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
__construct,11.0,12.0,4.0,38.0,29.0,51.0,47.0,768.0,  
connect,6.0,6.0,0.0,24.0,15.0,28.0,28.0,16.0,  
run_command,5.0,5.0,0.0,17.0,12.0,20.0,20.0,14.0,  
get_contents,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
get_contents_array,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
put_contents,2.0,2.0,0.0,7.0,5.0,10.0,10.0,2.0,  
cwd,2.0,2.0,0.0,6.0,4.0,6.0,6.0,2.0,  
chdir,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
chgrp,3.0,4.0,0.0,7.0,5.0,7.0,7.0,6.0,  
chmod,6.0,7.0,0.0,15.0,11.0,17.0,17.0,24.0,  
chown,3.0,4.0,0.0,7.0,5.0,7.0,7.0,6.0,  
owner,3.0,3.0,0.0,9.0,7.0,9.0,9.0,4.0,  
getchmod,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
group,3.0,3.0,0.0,9.0,7.0,9.0,9.0,4.0,  
copy,3.0,4.0,0.0,8.0,6.0,8.0,8.0,6.0,  
move,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
delete,5.0,6.0,0.0,13.0,9.0,13.0,13.0,18.0,  
exists,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
is_file,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
is_dir,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
is_readable,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
is_writable,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
atime,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
mtime,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
size,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
touch,1.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,  
mkdir,6.0,6.0,0.0,14.0,12.0,15.0,15.0,32.0,  
rmdir,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
dirlist,11.0,14.0,1.0,44.0,37.0,54.0,53.0,3248.0,  
__construct,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
set_upgrader,2.0,2.0,0.0,5.0,3.0,5.0,5.0,2.0,  
add_strings,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,  
set_result,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
request_filesystem_credentials,2.0,2.0,1.0,7.0,5.0,7.0,6.0,2.0,  
header,2.0,2.0,0.0,8.0,6.0,8.0,8.0,2.0,  
footer,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
error,6.0,8.0,0.0,14.0,9.0,14.0,14.0,14.0,  
feedback,5.0,5.0,0.0,16.0,12.0,17.0,17.0,12.0,  
before,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,  
after,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,  
__construct,1.0,1.0,0.0,8.0,6.0,11.0,11.0,1.0,  
after,4.0,9.0,0.0,15.0,9.0,17.0,17.0,40.0,  
before,2.0,2.0,0.0,6.0,3.0,6.0,6.0,2.0,  
__construct,1.0,1.0,0.0,5.0,3.0,6.0,6.0,1.0,  
add_strings,1.0,1.0,0.0,7.0,5.0,7.0,7.0,1.0,  
feedback,6.0,6.0,0.0,19.0,14.0,20.0,20.0,24.0,  
header,1.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,  
footer,1.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,  
error,5.0,7.0,0.0,14.0,9.0,15.0,15.0,15.0,  
bulk_header,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
bulk_footer,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
before,1.0,1.0,0.0,7.0,5.0,7.0,7.0,1.0,  
after,5.0,7.0,0.0,17.0,12.0,19.0,19.0,16.0,  
reset,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
flush_output,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
__construct,2.0,2.0,0.0,7.0,5.0,9.0,9.0,5.0,  
before,2.0,2.0,0.0,4.0,2.0,4.0,4.0,2.0,  
after,9.0,11.0,0.0,27.0,21.0,35.0,35.0,720.0,  
__construct,2.0,2.0,0.0,7.0,5.0,9.0,9.0,5.0,  
before,2.0,2.0,0.0,4.0,2.0,4.0,4.0,2.0,  
after,8.0,13.0,0.0,36.0,26.0,45.0,45.0,480.0,  
__construct,1.0,1.0,0.0,6.0,4.0,8.0,8.0,1.0,  
after,7.0,10.0,0.0,33.0,21.0,40.0,40.0,36.0,  
__construct,2.0,2.0,0.0,9.0,6.0,9.0,9.0,2.0,  
before,1.0,1.0,0.0,5.0,3.0,7.0,7.0,1.0,  
error,1.0,1.0,0.0,5.0,3.0,5.0,5.0,1.0,  
after,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
bulk_footer,2.0,3.0,0.0,8.0,6.0,10.0,10.0,3.0,  
request_filesystem_credentials,2.0,2.0,2.0,8.0,6.0,10.0,8.0,2.0,  
get_upgrade_messages,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
feedback,7.0,7.0,1.0,28.0,17.0,35.0,34.0,36.0,  
header,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
footer,2.0,2.0,0.0,6.0,4.0,6.0,6.0,2.0,  
bulk_header,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,  
bulk_footer,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,  
before,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,  
after,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,  
__construct,2.0,2.0,0.0,6.0,3.0,6.0,6.0,2.0,  
init,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
generic_strings,1.0,1.0,1.0,18.0,16.0,21.0,20.0,1.0,  
fs_connect,16.0,18.0,1.0,41.0,36.0,46.0,45.0,528.0,  
download_package,5.0,6.0,11.0,14.0,12.0,30.0,19.0,24.0,  
unpack_package,7.0,7.0,5.0,24.0,19.0,38.0,33.0,36.0,  
install_package,22.0,25.0,20.0,80.0,65.0,115.0,95.0,276480.0,  
run,12.0,12.0,12.0,67.0,43.0,87.0,75.0,648.0,  
maintenance_mode,3.0,4.0,1.0,13.0,10.0,14.0,13.0,4.0,  
upgrade_strings,1.0,1.0,0.0,10.0,8.0,10.0,10.0,1.0,  
install_strings,1.0,1.0,0.0,9.0,7.0,9.0,9.0,1.0,  
install,2.0,3.0,2.0,24.0,11.0,33.0,31.0,3.0,  
upgrade,3.0,4.0,4.0,36.0,21.0,50.0,46.0,6.0,  
bulk_upgrade,7.0,10.0,10.0,65.0,44.0,97.0,87.0,40.0,  
check_package,6.0,6.0,2.0,19.0,15.0,25.0,23.0,24.0,  
plugin_info,4.0,4.0,2.0,11.0,9.0,14.0,12.0,8.0,  
deactivate_plugin_before_upgrade,6.0,7.0,3.0,12.0,9.0,18.0,15.0,120.0,  
delete_old_plugin,7.0,8.0,4.0,19.0,16.0,27.0,23.0,240.0,  
upgrade_strings,1.0,1.0,0.0,10.0,8.0,10.0,10.0,1.0,  
install_strings,1.0,1.0,4.0,15.0,13.0,19.0,15.0,1.0,  
check_parent_theme_filter,5.0,6.0,13.0,35.0,26.0,58.0,45.0,24.0,  
hide_activate_preview_actions,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
install,2.0,3.0,2.0,26.0,13.0,35.0,33.0,3.0,  
upgrade,3.0,4.0,1.0,38.0,23.0,49.0,48.0,6.0,  
bulk_upgrade,7.0,10.0,10.0,67.0,47.0,99.0,89.0,40.0,  
check_package,6.0,7.0,4.0,16.0,14.0,26.0,22.0,48.0,  
current_before,5.0,5.0,2.0,10.0,8.0,15.0,13.0,40.0,  
current_after,6.0,7.0,3.0,15.0,12.0,21.0,18.0,120.0,  
delete_old_theme,5.0,5.0,1.0,14.0,11.0,18.0,17.0,12.0,  
theme_info,3.0,3.0,0.0,9.0,5.0,10.0,10.0,3.0,  
async_upgrade,3.0,4.0,2.0,12.0,8.0,17.0,15.0,6.0,  
upgrade_strings,1.0,1.0,1.0,9.0,7.0,9.0,8.0,1.0,  
upgrade,2.0,2.0,0.0,6.0,4.0,6.0,6.0,2.0,  
bulk_upgrade,12.0,12.0,6.0,71.0,52.0,100.0,94.0,672.0,  
check_package,6.0,7.0,2.0,17.0,13.0,24.0,22.0,24.0,  
get_name_for_update,6.0,6.0,1.0,19.0,16.0,19.0,18.0,5.0,  
upgrade_strings,1.0,1.0,0.0,10.0,8.0,10.0,10.0,1.0,  
upgrade,23.0,36.0,14.0,100.0,74.0,138.0,124.0,449280.0,  
should_update_to_version,15.0,18.0,20.0,41.0,35.0,70.0,50.0,6000.0,  
check_files,6.0,7.0,1.0,13.0,10.0,18.0,17.0,70.0,  
__construct,8.0,10.0,6.0,37.0,25.0,54.0,48.0,30.0,  
cleanup,3.0,3.0,0.0,7.0,5.0,9.0,9.0,3.0,  
is_disabled,3.0,5.0,13.0,8.0,6.0,24.0,11.0,6.0,  
is_vcs_checkout,8.0,8.0,13.0,22.0,16.0,42.0,29.0,32.0,  
should_update,10.0,13.0,21.0,31.0,24.0,61.0,40.0,480.0,  
send_core_update_notification_email,3.0,5.0,18.0,11.0,9.0,33.0,15.0,8.0,  
update,13.0,13.0,9.0,70.0,53.0,83.0,74.0,192.0,  
run,20.0,23.0,31.0,75.0,61.0,119.0,88.0,129600.0,  
after_core_update,10.0,16.0,15.0,55.0,34.0,79.0,64.0,1080.0,  
send_email,25.0,33.0,44.0,103.0,88.0,172.0,128.0,810000.0,  
send_debug_email,22.0,24.0,6.0,82.0,66.0,97.0,91.0,86800.0,  
Twenty_Eleven_Ephemera_Widget,1.0,1.0,0.0,8.0,6.0,9.0,9.0,1.0,  
widget,10.0,10.0,4.0,69.0,38.0,87.0,83.0,640.0,  
update,2.0,2.0,0.0,10.0,8.0,12.0,12.0,2.0,  
flush_widget_cache,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
form,3.0,3.0,0.0,11.0,12.0,11.0,11.0,25.0,  
__construct,1.0,1.0,0.0,5.0,3.0,6.0,6.0,1.0,  
__toString,1.0,1.0,1.0,3.0,1.0,5.0,4.0,1.0,  
get_name,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_link,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_email,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
__construct,1.0,1.0,0.0,7.0,5.0,8.0,8.0,1.0,  
__toString,1.0,1.0,1.0,3.0,1.0,5.0,4.0,1.0,  
get_endtime,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_language,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_starttime,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_text,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_type,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
__construct,1.0,1.0,0.0,5.0,3.0,6.0,6.0,1.0,  
__toString,1.0,1.0,1.0,3.0,1.0,5.0,4.0,1.0,  
get_term,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_scheme,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_label,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
__construct,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
__toString,1.0,1.0,1.0,3.0,1.0,5.0,4.0,1.0,  
get_url,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_attribution,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
__construct,1.0,1.0,0.0,5.0,3.0,6.0,6.0,1.0,  
__toString,1.0,1.0,1.0,3.0,1.0,5.0,4.0,1.0,  
get_role,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_scheme,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_name,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
__construct,2.0,2.0,1.0,34.0,30.0,36.0,35.0,2.0,  
__toString,1.0,1.0,1.0,3.0,1.0,5.0,4.0,1.0,  
get_bitrate,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_caption,2.0,2.0,0.0,11.0,4.0,12.0,12.0,2.0,  
get_captions,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_category,2.0,2.0,0.0,11.0,4.0,12.0,12.0,2.0,  
get_categories,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_channels,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_copyright,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_credit,2.0,2.0,0.0,11.0,4.0,12.0,12.0,2.0,  
get_credits,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_description,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_duration,3.0,3.0,0.0,18.0,6.0,19.0,19.0,3.0,  
get_expression,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_extension,3.0,3.0,0.0,11.0,5.0,12.0,12.0,3.0,  
get_framerate,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_handler,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
get_hash,2.0,2.0,0.0,11.0,4.0,12.0,12.0,2.0,  
get_hashes,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_height,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_language,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_keyword,2.0,2.0,0.0,11.0,4.0,12.0,12.0,2.0,  
get_keywords,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_length,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_link,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_medium,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_player,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_rating,2.0,2.0,0.0,11.0,4.0,12.0,12.0,2.0,  
get_ratings,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_restriction,2.0,2.0,0.0,11.0,4.0,12.0,12.0,2.0,  
get_restrictions,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_sampling_rate,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_size,2.0,2.0,0.0,11.0,4.0,12.0,12.0,2.0,  
get_thumbnail,2.0,2.0,0.0,11.0,4.0,12.0,12.0,2.0,  
get_thumbnails,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_title,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_type,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_width,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
native_embed,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
embed,36.0,40.0,11.0,190.0,103.0,223.0,212.0,21840.0,  
get_real_type,54.0,54.0,10.0,143.0,114.0,174.0,164.0,644.0,  
__construct,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
set_registry,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
__toString,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
__destruct,2.0,4.0,0.0,6.0,2.0,7.0,7.0,4.0,  
get_item_tags,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_base,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
sanitize,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
get_feed,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
get_id,11.0,12.0,0.0,45.0,20.0,46.0,46.0,30.0,  
get_title,9.0,9.0,0.0,38.0,17.0,39.0,39.0,9.0,  
get_description,11.0,11.0,0.0,46.0,21.0,48.0,48.0,11.0,  
get_content,5.0,5.0,0.0,22.0,9.0,23.0,23.0,5.0,  
get_category,2.0,2.0,0.0,11.0,4.0,12.0,12.0,2.0,  
get_categories,10.0,10.0,2.0,51.0,25.0,56.0,54.0,216.0,  
get_author,2.0,2.0,0.0,11.0,4.0,12.0,12.0,2.0,  
get_contributor,2.0,2.0,0.0,11.0,4.0,12.0,12.0,2.0,  
get_contributors,12.0,16.0,0.0,55.0,28.0,57.0,57.0,2178.0,  
get_authors,18.0,23.0,0.0,79.0,40.0,81.0,81.0,87120.0,  
get_copyright,4.0,4.0,0.0,18.0,7.0,19.0,19.0,4.0,  
get_date,14.0,14.0,0.0,63.0,31.0,67.0,67.0,76.0,  
get_updated_date,7.0,7.0,0.0,35.0,17.0,39.0,39.0,20.0,  
get_local_date,3.0,4.0,0.0,14.0,5.0,15.0,15.0,4.0,  
get_gmdate,2.0,2.0,0.0,8.0,4.0,10.0,10.0,2.0,  
get_updated_gmdate,2.0,2.0,0.0,8.0,4.0,10.0,10.0,2.0,  
get_permalink,3.0,3.0,0.0,16.0,7.0,17.0,17.0,3.0,  
get_link,2.0,2.0,0.0,11.0,4.0,12.0,12.0,2.0,  
get_links,18.0,19.0,0.0,70.0,32.0,73.0,73.0,15682.0,  
get_enclosure,2.0,2.0,0.0,11.0,4.0,12.0,12.0,2.0,  
get_enclosures,321.0,356.0,60.0,1675.0,892.0,1799.0,1739.0,Infinity,  
get_latitude,3.0,4.0,0.0,14.0,5.0,15.0,15.0,4.0,  
get_longitude,4.0,5.0,0.0,18.0,7.0,19.0,19.0,5.0,  
get_source,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
__construct,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
__toString,1.0,1.0,1.0,3.0,1.0,5.0,4.0,1.0,  
get_scheme,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_value,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
__construct,1.0,1.0,0.0,5.0,3.0,6.0,6.0,1.0,  
__toString,1.0,1.0,1.0,3.0,1.0,5.0,4.0,1.0,  
get_relationship,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_type,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_value,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
__construct,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
set_registry,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
__toString,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
get_source_tags,2.0,2.0,0.0,10.0,3.0,11.0,11.0,2.0,  
get_base,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
sanitize,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
get_item,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
get_title,8.0,8.0,0.0,34.0,15.0,35.0,35.0,8.0,  
get_category,2.0,2.0,0.0,11.0,4.0,12.0,12.0,2.0,  
get_categories,10.0,10.0,2.0,51.0,25.0,56.0,54.0,216.0,  
get_author,2.0,2.0,0.0,11.0,4.0,12.0,12.0,2.0,  
get_authors,15.0,19.0,0.0,67.0,34.0,69.0,69.0,17424.0,  
get_contributor,2.0,2.0,0.0,11.0,4.0,12.0,12.0,2.0,  
get_contributors,12.0,16.0,0.0,55.0,28.0,57.0,57.0,2178.0,  
get_link,2.0,2.0,0.0,11.0,4.0,12.0,12.0,2.0,  
get_permalink,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
get_links,18.0,18.0,0.0,69.0,31.0,73.0,73.0,5122.0,  
get_description,10.0,10.0,0.0,42.0,19.0,43.0,43.0,10.0,  
get_copyright,6.0,6.0,0.0,26.0,11.0,27.0,27.0,6.0,  
get_language,5.0,5.0,0.0,22.0,9.0,23.0,23.0,5.0,  
get_latitude,3.0,4.0,0.0,14.0,5.0,15.0,15.0,4.0,  
get_longitude,4.0,5.0,0.0,18.0,7.0,19.0,19.0,5.0,  
get_image_url,4.0,4.0,0.0,18.0,7.0,19.0,19.0,4.0,  
__construct,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,  
get_handler,2.0,2.0,0.0,10.0,6.0,12.0,12.0,2.0,  
create,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
register,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
parse_URL,2.0,2.0,0.0,9.0,5.0,10.0,10.0,2.0,  
prepare_simplepie_object_for_cache,17.0,17.0,0.0,71.0,34.0,76.0,76.0,3961.0,  
__construct,1.0,1.0,0.0,6.0,4.0,7.0,7.0,1.0,  
save,3.0,6.0,0.0,12.0,6.0,14.0,14.0,6.0,  
load,2.0,3.0,0.0,7.0,3.0,8.0,8.0,3.0,  
mtime,2.0,2.0,0.0,7.0,3.0,8.0,8.0,2.0,  
touch,2.0,2.0,0.0,7.0,3.0,8.0,8.0,2.0,  
unlink,2.0,2.0,0.0,7.0,3.0,8.0,8.0,2.0,  
__construct,3.0,3.0,1.0,17.0,8.0,19.0,18.0,25.0,  
save,2.0,2.0,0.0,7.0,3.0,8.0,8.0,2.0,  
load,2.0,2.0,0.0,8.0,4.0,10.0,10.0,2.0,  
mtime,2.0,2.0,1.0,8.0,4.0,12.0,11.0,2.0,  
touch,2.0,2.0,0.0,8.0,4.0,11.0,11.0,2.0,  
unlink,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
__construct,8.0,8.0,1.0,50.0,23.0,59.0,58.0,72.0,  
save,19.0,19.0,0.0,121.0,68.0,132.0,132.0,288.0,  
load,13.0,14.0,0.0,66.0,31.0,72.0,72.0,148.0,  
mtime,3.0,4.0,0.0,16.0,7.0,18.0,18.0,6.0,  
touch,3.0,4.0,0.0,17.0,8.0,19.0,19.0,6.0,  
unlink,3.0,4.0,0.0,18.0,9.0,20.0,20.0,6.0,  
__construct,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
get_type,9.0,16.0,0.0,56.0,19.0,59.0,59.0,109.0,  
text_or_binary,3.0,6.0,0.0,17.0,5.0,18.0,18.0,6.0,  
unknown,9.0,12.0,0.0,42.0,18.0,43.0,43.0,12.0,  
image,6.0,7.0,0.0,27.0,11.0,28.0,28.0,7.0,  
feed_or_html,15.0,19.0,0.0,69.0,34.0,75.0,75.0,79.0,  
__construct,34.0,50.0,1.0,216.0,125.0,224.0,223.0,324540.0,  
__construct,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
parse,3.0,6.0,0.0,21.0,12.0,22.0,22.0,12.0,  
has_data,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
is_linear_whitespace,1.0,6.0,0.0,7.0,1.0,8.0,8.0,5.0,  
http_version,3.0,4.0,0.0,22.0,10.0,23.0,23.0,4.0,  
status,2.0,2.0,0.0,12.0,5.0,13.0,13.0,2.0,  
reason,1.0,1.0,0.0,6.0,4.0,7.0,7.0,1.0,  
new_line,5.0,7.0,1.0,31.0,15.0,33.0,32.0,15.0,  
name,3.0,3.0,0.0,21.0,9.0,22.0,22.0,3.0,  
linear_whitespace,4.0,5.0,0.0,15.0,7.0,16.0,16.0,5.0,  
value,5.0,5.0,2.0,30.0,19.0,35.0,33.0,5.0,  
value_char,1.0,1.0,0.0,6.0,4.0,7.0,7.0,1.0,  
quote,5.0,5.0,0.0,27.0,18.0,31.0,31.0,5.0,  
quote_char,1.0,1.0,0.0,6.0,4.0,7.0,7.0,1.0,  
quote_escaped,1.0,1.0,0.0,5.0,3.0,6.0,6.0,1.0,  
body,2.0,2.0,0.0,12.0,5.0,13.0,13.0,2.0,  
chunked,6.0,7.0,2.0,34.0,22.0,42.0,40.0,26.0,  
__toString,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
__set,3.0,8.0,0.0,17.0,4.0,18.0,18.0,8.0,  
__get,6.0,12.0,4.0,39.0,16.0,46.0,42.0,30.0,  
__isset,2.0,3.0,0.0,10.0,3.0,11.0,11.0,3.0,  
__unset,2.0,2.0,0.0,6.0,2.0,7.0,7.0,2.0,  
__construct,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
absolutize,14.0,20.0,0.0,85.0,39.0,86.0,86.0,68.0,  
parse_iri,7.0,10.0,1.0,31.0,14.0,33.0,32.0,109.0,  
remove_dot_segments,10.0,14.0,5.0,47.0,24.0,53.0,48.0,14.0,  
replace_invalid_with_pct_encoding,12.0,28.0,22.0,92.0,44.0,126.0,104.0,421.0,  
remove_iunreserved_percent_encoded,14.0,36.0,26.0,96.0,41.0,131.0,105.0,570.0,  
scheme_normalization,7.0,13.0,0.0,26.0,12.0,27.0,27.0,729.0,  
is_valid,3.0,12.0,0.0,21.0,4.0,23.0,23.0,14.0,  
set_iri,5.0,9.0,0.0,45.0,14.0,49.0,49.0,8.0,  
set_scheme,3.0,3.0,0.0,16.0,7.0,17.0,17.0,3.0,  
set_authority,7.0,9.0,0.0,53.0,24.0,59.0,59.0,16.0,  
set_userinfo,2.0,2.0,0.0,12.0,5.0,14.0,14.0,2.0,  
set_host,6.0,7.0,3.0,40.0,19.0,48.0,45.0,7.0,  
set_port,3.0,3.0,0.0,18.0,9.0,19.0,19.0,3.0,  
set_path,4.0,4.0,0.0,21.0,12.0,26.0,26.0,12.0,  
set_query,2.0,2.0,0.0,12.0,5.0,13.0,13.0,2.0,  
set_fragment,2.0,2.0,0.0,12.0,5.0,13.0,13.0,2.0,  
to_uri,3.0,3.0,0.0,16.0,10.0,19.0,19.0,4.0,  
get_iri,8.0,10.0,0.0,32.0,16.0,35.0,35.0,160.0,  
get_uri,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,  
get_iauthority,5.0,7.0,0.0,23.0,10.0,24.0,24.0,11.0,  
get_authority,2.0,2.0,0.0,7.0,4.0,8.0,8.0,2.0,  
uncompress,8.0,9.0,4.0,48.0,23.0,53.0,49.0,41.0,  
